Good\00111_1.bmp  1  0 0 32 32
Good\00112_0.bmp  1  0 0 33 35
Good\00112_1.bmp  1  0 0 39 39
Good\00113_0.bmp  1  0 0 68 67
Good\00114_0.bmp  1  0 0 62 63
Good\00120_0.bmp  1  0 0 106 102
Good\00121_0.bmp  1  0 0 94 108
Good\00122_0.bmp  1  0 0 21 22
Good\00122_1.bmp  1  0 0 21 22
Good\00123_0.bmp  1  0 0 31 32
Good\00123_1.bmp  1  0 0 32 33
Good\00124_0.bmp  1  0 0 26 26
Good\00124_1.bmp  1  0 0 26 26
Good\00125_0.bmp  1  0 0 87 88
Good\00126_0.bmp  1  0 0 28 30
Good\00126_1.bmp  1  0 0 32 31
Good\00127_0.bmp  1  0 0 37 38
Good\00127_1.bmp  1  0 0 37 37
Good\00129_0.bmp  1  0 0 46 47
Good\00130_0.bmp  1  0 0 27 27
Good\00130_1.bmp  1  0 0 25 25
Good\00131_0.bmp  1  0 0 24 25
Good\00131_1.bmp  1  0 0 26 26
Good\00134_0.bmp  1  0 0 65 66
Good\00135_0.bmp  1  0 0 59 58
Good\00138_0.bmp  1  0 0 78 89
Good\00138_1.bmp  1  0 0 34 33
Good\00141_0.bmp  1  0 0 37 37
Good\00142_0.bmp  1  0 0 19 19
Good\00144_0.bmp  1  0 0 19 19
Good\00146_0.bmp  1  0 0 18 18
Good\00149_0.bmp  1  0 0 90 87
Good\00150_0.bmp  1  0 0 41 41
Good\00151_0.bmp  1  0 0 30 29
Good\00156_0.bmp  1  0 0 29 29
Good\00157_0.bmp  1  0 0 35 37
Good\00157_1.bmp  1  0 0 41 40
Good\00165_0.bmp  1  0 0 17 19
Good\00166_0.bmp  1  0 0 34 34
Good\00167_0.bmp  1  0 0 23 23
Good\00167_1.bmp  1  0 0 21 22
Good\00169_0.bmp  1  0 0 123 123
Good\00170_0.bmp  1  0 0 32 36
Good\00171_0.bmp  1  0 0 50 50
Good\00171_1.bmp  1  0 0 49 48
Good\00172_0.bmp  1  0 0 19 19
Good\00173_0.bmp  1  0 0 50 50
Good\00174_0.bmp  1  0 0 24 24
Good\00175_0.bmp  1  0 0 51 55
Good\00176_0.bmp  1  0 0 25 26
Good\00178_0.bmp  1  0 0 20 20
Good\00180_0.bmp  1  0 0 36 37
Good\00181_0.bmp  1  0 0 60 60
Good\00182_0.bmp  1  0 0 29 29
Good\00184_0.bmp  1  0 0 60 61
Good\00185_0.bmp  1  0 0 109 107
Good\00186_0.bmp  1  0 0 18 19
Good\00186_1.bmp  1  0 0 20 20
Good\00187_0.bmp  1  0 0 34 34
Good\00187_1.bmp  1  0 0 33 35
Good\00192_0.bmp  1  0 0 20 21
Good\00203_0.bmp  1  0 0 26 25
Good\00204_0.bmp  1  0 0 88 91
Good\00216_0.bmp  1  0 0 25 25
Good\00216_1.bmp  1  0 0 25 26
Good\00217_0.bmp  1  0 0 60 61
Good\00220_0.bmp  1  0 0 41 41
Good\00222_0.bmp  1  0 0 37 36
Good\00223_0.bmp  1  0 0 42 40
Good\00224_0.bmp  1  0 0 54 65
Good\00224_1.bmp  1  0 0 65 70
Good\00225_0.bmp  1  0 0 68 66
Good\00226_0.bmp  1  0 0 68 66
Good\00228_0.bmp  1  0 0 61 61
Good\00229_0.bmp  1  0 0 32 33
Good\00229_1.bmp  1  0 0 36 32
Good\00230_0.bmp  1  0 0 28 28
Good\00231_0.bmp  1  0 0 37 37
Good\00234_0.bmp  1  0 0 64 63
Good\00238_0.bmp  1  0 0 28 28
Good\00239_0.bmp  1  0 0 20 19
Good\00240_0.bmp  1  0 0 32 32
Good\00241_0.bmp  1  0 0 42 42
Good\00242_0.bmp  1  0 0 22 25
Good\00243_0.bmp  1  0 0 24 23
Good\00244_0.bmp  1  0 0 39 39
Good\00244_1.bmp  1  0 0 44 45
Good\00245_0.bmp  1  0 0 22 22
Good\00245_1.bmp  1  0 0 23 23
Good\00246_0.bmp  1  0 0 43 44
Good\00246_1.bmp  1  0 0 43 42
Good\00247_0.bmp  1  0 0 21 21
Good\00247_1.bmp  1  0 0 21 21
Good\00248_0.bmp  1  0 0 25 27
Good\00248_1.bmp  1  0 0 27 27
Good\00249_0.bmp  1  0 0 32 33
Good\00250_0.bmp  1  0 0 25 25
Good\00252_0.bmp  1  0 0 45 45
Good\00252_1.bmp  1  0 0 46 46
Good\00253_0.bmp  1  0 0 115 110
Good\00254_0.bmp  1  0 0 65 66
Good\00259_0.bmp  1  0 0 45 45
Good\00260_0.bmp  1  0 0 64 64
Good\00263_0.bmp  1  0 0 20 20
Good\00264_0.bmp  1  0 0 24 23
Good\00264_1.bmp  1  0 0 23 23
Good\00264_2.bmp  1  0 0 22 22
Good\00265_0.bmp  1  0 0 22 22
Good\00268_0.bmp  1  0 0 26 26
Good\00269_0.bmp  1  0 0 24 24
Good\00270_0.bmp  1  0 0 50 51
Good\00270_1.bmp  1  0 0 54 53
Good\00271_0.bmp  1  0 0 38 39
Good\00271_1.bmp  1  0 0 40 40
Good\00274_0.bmp  1  0 0 36 35
Good\00277_0.bmp  1  0 0 23 23
Good\00280_0.bmp  1  0 0 29 30
Good\00281_0.bmp  1  0 0 33 33
Good\00283_0.bmp  1  0 0 107 105
Good\00284_0.bmp  1  0 0 58 57
Good\00287_0.bmp  1  0 0 41 41
Good\00288_0.bmp  1  0 0 23 23
Good\00288_1.bmp  1  0 0 23 24
Good\00290_0.bmp  1  0 0 32 37
Good\00291_0.bmp  1  0 0 36 38
Good\00292_0.bmp  1  0 0 29 29
Good\00292_1.bmp  1  0 0 30 29
Good\00293_0.bmp  1  0 0 42 46
Good\00293_1.bmp  1  0 0 50 50
Good\00296_0.bmp  1  0 0 32 33
Good\00296_1.bmp  1  0 0 32 32
Good\00298_0.bmp  1  0 0 76 75
Good\00300_0.bmp  1  0 0 22 23
Good\00301_0.bmp  1  0 0 50 50
Good\00303_0.bmp  1  0 0 29 29
Good\00309_0.bmp  1  0 0 40 43
Good\00309_1.bmp  1  0 0 44 45
Good\00311_0.bmp  1  0 0 34 34
Good\00311_1.bmp  1  0 0 34 34
Good\00312_0.bmp  1  0 0 103 112
Good\00314_0.bmp  1  0 0 34 36
Good\00314_1.bmp  1  0 0 33 34
Good\00316_0.bmp  1  0 0 23 22
Good\00316_1.bmp  1  0 0 25 24
Good\00318_0.bmp  1  0 0 26 26
Good\00319_0.bmp  1  0 0 47 47
Good\00319_1.bmp  1  0 0 43 45
Good\00322_0.bmp  1  0 0 43 43
Good\00322_1.bmp  1  0 0 43 43
Good\00323_0.bmp  1  0 0 27 27
Good\00323_1.bmp  1  0 0 27 28
Good\00330_0.bmp  1  0 0 66 68
Good\00334_0.bmp  1  0 0 46 46
Good\00334_1.bmp  1  0 0 37 37
Good\00338_0.bmp  1  0 0 31 28
Good\00338_1.bmp  1  0 0 29 27
Good\00339_0.bmp  1  0 0 33 34
Good\00343_0.bmp  1  0 0 27 27
Good\00343_1.bmp  1  0 0 29 29
Good\00346_0.bmp  1  0 0 30 30
Good\00346_1.bmp  1  0 0 28 28
Good\00348_0.bmp  1  0 0 38 38
Good\00349_0.bmp  1  0 0 61 59
Good\00349_1.bmp  1  0 0 68 69
Good\00350_0.bmp  1  0 0 33 33
Good\00350_1.bmp  1  0 0 33 31
Good\00351_0.bmp  1  0 0 27 27
Good\00353_0.bmp  1  0 0 24 24
Good\00353_1.bmp  1  0 0 21 22
Good\00355_0.bmp  1  0 0 33 33
Good\00357_0.bmp  1  0 0 35 36
Good\00357_1.bmp  1  0 0 37 37
Good\00358_0.bmp  1  0 0 58 59
Good\00359_0.bmp  1  0 0 24 24
Good\00359_1.bmp  1  0 0 25 25
Good\00360_0.bmp  1  0 0 44 44
Good\00360_1.bmp  1  0 0 43 43
Good\00363_0.bmp  1  0 0 43 43
Good\00363_1.bmp  1  0 0 44 43
Good\00366_0.bmp  1  0 0 23 23
Good\00366_1.bmp  1  0 0 23 23
Good\00366_2.bmp  1  0 0 26 23
Good\00366_3.bmp  1  0 0 27 23
Good\00367_0.bmp  1  0 0 40 40
Good\00367_1.bmp  1  0 0 43 41
Good\00367_2.bmp  1  0 0 44 42
Good\00367_3.bmp  1  0 0 41 40
Good\00368_0.bmp  1  0 0 49 50
Good\00368_1.bmp  1  0 0 53 52
Good\00369_0.bmp  1  0 0 21 20
Good\00369_1.bmp  1  0 0 23 21
Good\00369_2.bmp  1  0 0 21 19
Good\00369_3.bmp  1  0 0 21 21
Good\00370_0.bmp  1  0 0 24 23
Good\00370_1.bmp  1  0 0 27 26
Good\00370_2.bmp  1  0 0 27 23
Good\00370_3.bmp  1  0 0 26 25
Good\00371_0.bmp  1  0 0 56 56
Good\00372_0.bmp  1  0 0 43 43
Good\00373_0.bmp  1  0 0 31 31
Good\00373_1.bmp  1  0 0 34 34
Good\00377_0.bmp  1  0 0 39 39
Good\00377_1.bmp  1  0 0 39 41
Good\00377_2.bmp  1  0 0 39 39
Good\00377_3.bmp  1  0 0 41 41
Good\00378_0.bmp  1  0 0 119 118
Good\00378_1.bmp  1  0 0 123 120
Good\00379_0.bmp  1  0 0 46 46
Good\00379_1.bmp  1  0 0 48 48
Good\00379_2.bmp  1  0 0 47 47
Good\00379_3.bmp  1  0 0 47 47
Good\00380_0.bmp  1  0 0 24 24
Good\00380_1.bmp  1  0 0 23 23
Good\00380_2.bmp  1  0 0 23 23
Good\00380_3.bmp  1  0 0 24 24
Good\00382_0.bmp  1  0 0 40 40
Good\00382_1.bmp  1  0 0 39 39
Good\00382_2.bmp  1  0 0 39 39
Good\00382_3.bmp  1  0 0 39 39
Good\00384_0.bmp  1  0 0 64 64
Good\00384_1.bmp  1  0 0 65 65
Good\00385_0.bmp  1  0 0 39 39
Good\00385_1.bmp  1  0 0 40 40
Good\00386_0.bmp  1  0 0 25 25
Good\00386_1.bmp  1  0 0 23 23
Good\00390_0.bmp  1  0 0 48 48
Good\00390_1.bmp  1  0 0 46 47
Good\00392_0.bmp  1  0 0 65 69
Good\00396_0.bmp  1  0 0 46 47
Good\00396_1.bmp  1  0 0 48 48
Good\00397_0.bmp  1  0 0 34 34
Good\00397_1.bmp  1  0 0 35 35
Good\00398_0.bmp  1  0 0 24 22
Good\00398_1.bmp  1  0 0 24 24
Good\00401_0.bmp  1  0 0 41 41
Good\00401_1.bmp  1  0 0 41 41
Good\00403_0.bmp  1  0 0 24 24
Good\00403_1.bmp  1  0 0 26 27
Good\00404_0.bmp  1  0 0 61 61
Good\00404_1.bmp  1  0 0 57 57
Good\00405_0.bmp  1  0 0 54 55
Good\00405_1.bmp  1  0 0 56 55
Good\00412_0.bmp  1  0 0 45 46
Good\00413_0.bmp  1  0 0 46 49
Good\00414_0.bmp  1  0 0 46 47
Good\00415_0.bmp  1  0 0 22 22
Good\00416_0.bmp  1  0 0 38 38
Good\00418_0.bmp  1  0 0 22 22
Good\00419_0.bmp  1  0 0 46 48
Good\00420_0.bmp  1  0 0 23 23
Good\00420_1.bmp  1  0 0 22 22
Good\00425_0.bmp  1  0 0 40 40
Good\00425_1.bmp  1  0 0 41 41
Good\00425_2.bmp  1  0 0 40 40
Good\00425_3.bmp  1  0 0 41 41
Good\00427_0.bmp  1  0 0 94 96
Good\00428_0.bmp  1  0 0 28 28
Good\00428_1.bmp  1  0 0 29 29
Good\00431_0.bmp  1  0 0 39 37
Good\00431_1.bmp  1  0 0 38 40
Good\00432_0.bmp  1  0 0 26 26
Good\00432_1.bmp  1  0 0 28 28
Good\00434_0.bmp  1  0 0 90 92
Good\00435_0.bmp  1  0 0 28 29
Good\00436_0.bmp  1  0 0 22 22
Good\00439_0.bmp  1  0 0 57 60
Good\00441_0.bmp  1  0 0 49 49
Good\00443_0.bmp  1  0 0 20 19
Good\00443_1.bmp  1  0 0 20 18
Good\00444_0.bmp  1  0 0 30 31
Good\00444_1.bmp  1  0 0 29 29
Good\00445_0.bmp  1  0 0 45 46
Good\00445_1.bmp  1  0 0 41 42
Good\00456_0.bmp  1  0 0 55 56
Good\00457_0.bmp  1  0 0 58 57
Good\00457_1.bmp  1  0 0 37 38
Good\00459_0.bmp  1  0 0 25 25
Good\00467_0.bmp  1  0 0 36 36
Good\00468_0.bmp  1  0 0 37 38
Good\00470_0.bmp  1  0 0 24 24
Good\00473_0.bmp  1  0 0 33 33
Good\00473_1.bmp  1  0 0 32 32
Good\00474_0.bmp  1  0 0 32 32
Good\00474_1.bmp  1  0 0 31 31
Good\00475_0.bmp  1  0 0 77 75
Good\00476_0.bmp  1  0 0 36 37
Good\00476_1.bmp  1  0 0 35 35
Good\00477_0.bmp  1  0 0 40 40
Good\00478_0.bmp  1  0 0 42 42
Good\00478_1.bmp  1  0 0 40 40
Good\00480_0.bmp  1  0 0 48 48
Good\00483_0.bmp  1  0 0 53 53
Good\00483_1.bmp  1  0 0 50 52
Good\00484_0.bmp  1  0 0 33 33
Good\00484_1.bmp  1  0 0 33 34
Good\00485_0.bmp  1  0 0 75 77
Good\00486_0.bmp  1  0 0 55 55
Good\00494_0.bmp  1  0 0 98 95
Good\00496_0.bmp  1  0 0 41 42
Good\00496_1.bmp  1  0 0 41 41
Good\00500_0.bmp  1  0 0 48 47
Good\00501_0.bmp  1  0 0 19 20
Good\00501_1.bmp  1  0 0 18 19
Good\00512_0.bmp  1  0 0 40 36
Good\00512_1.bmp  1  0 0 40 40
Good\00513_0.bmp  1  0 0 55 55
Good\00514_0.bmp  1  0 0 37 37
Good\00514_1.bmp  1  0 0 38 39
Good\00515_0.bmp  1  0 0 76 74
Good\00517_0.bmp  1  0 0 74 74
Good\00518_0.bmp  1  0 0 48 48
Good\00519_0.bmp  1  0 0 53 53
Good\00520_0.bmp  1  0 0 56 58
Good\00521_0.bmp  1  0 0 28 30
Good\00521_1.bmp  1  0 0 30 30
Good\00523_0.bmp  1  0 0 45 43
Good\00523_1.bmp  1  0 0 47 47
Good\00524_0.bmp  1  0 0 54 54
Good\00524_1.bmp  1  0 0 52 52
Good\00527_0.bmp  1  0 0 30 30
Good\00527_1.bmp  1  0 0 30 30
Good\00528_0.bmp  1  0 0 41 41
Good\00528_1.bmp  1  0 0 39 40
Good\00530_0.bmp  1  0 0 35 34
Good\00530_1.bmp  1  0 0 33 33
Good\00531_0.bmp  1  0 0 20 20
Good\00531_1.bmp  1  0 0 22 22
Good\00544_0.bmp  1  0 0 18 20
Good\00545_0.bmp  1  0 0 34 39
Good\00551_0.bmp  1  0 0 29 28
Good\00552_0.bmp  1  0 0 17 17
Good\00552_1.bmp  1  0 0 16 16
Good\00552_2.bmp  1  0 0 18 18
Good\00552_3.bmp  1  0 0 16 16
Good\00560_0.bmp  1  0 0 60 60
Good\00566_0.bmp  1  0 0 34 34
Good\00566_1.bmp  1  0 0 32 32
Good\00570_0.bmp  1  0 0 33 33
Good\00599_0.bmp  1  0 0 22 22
